order_id,customer_id,order_status,order_date,required_date,shipped_date,store,staff_name
185,24,3,20/04/2016,20/04/2016,NULL,Santa Cruz Bikes,Mireya
186,1127,4,21/04/2016,22/04/2016,24/04/2016,Baldwin Bikes,Marcelene
187,183,4,22/04/2016,23/04/2016,24/04/2016,Baldwin Bikes,Marcelene
188,390,4,22/04/2016,23/04/2016,25/04/2016,Baldwin Bikes,Marcelene
189,1288,4,23/04/2016,24/04/2016,26/04/2016,Santa Cruz Bikes,Mireya
190,98,4,23/04/2016,25/04/2016,25/04/2016,Baldwin Bikes,Marcelene
191,919,4,27/04/2016,28/04/2016,28/04/2016,Santa Cruz Bikes,Mireya
192,728,4,27/04/2016,28/04/2016,29/04/2016,Baldwin Bikes,Venita
193,1366,4,28/04/2016,30/04/2016,30/04/2016,Santa Cruz Bikes,Genna
194,558,4,28/04/2016,30/04/2016,01/05/2016,Baldwin Bikes,Venita
195,727,4,28/04/2016,01/05/2016,01/05/2016,Baldwin Bikes,Venita
196,1247,4,28/04/2016,30/04/2016,01/05/2016,Baldwin Bikes,Marcelene
197,127,4,30/04/2016,03/05/2016,03/05/2016,Baldwin Bikes,Venita
198,640,4,01/05/2016,04/05/2016,03/05/2016,Baldwin Bikes,Marcelene
199,760,4,01/05/2016,04/05/2016,04/05/2016,Baldwin Bikes,Venita
200,1074,4,01/05/2016,03/05/2016,03/05/2016,Baldwin Bikes,Marcelene
201,280,4,01/05/2016,04/05/2016,02/05/2016,Rowlett Bikes,Layla
202,600,4,03/05/2016,05/05/2016,04/05/2016,Santa Cruz Bikes,Mireya
203,1102,4,03/05/2016,05/05/2016,06/05/2016,Rowlett Bikes,Layla
204,591,4,04/05/2016,07/05/2016,06/05/2016,Baldwin Bikes,Venita
205,635,4,04/05/2016,05/05/2016,06/05/2016,Baldwin Bikes,Marcelene
206,743,4,04/05/2016,06/05/2016,05/05/2016,Rowlett Bikes,Layla
207,105,4,05/05/2016,07/05/2016,07/05/2016,Baldwin Bikes,Venita
208,815,4,06/05/2016,07/05/2016,09/05/2016,Baldwin Bikes,Venita
209,514,4,07/05/2016,08/05/2016,08/05/2016,Baldwin Bikes,Marcelene
210,943,4,07/05/2016,08/05/2016,09/05/2016,Baldwin Bikes,Marcelene
211,1140,4,07/05/2016,09/05/2016,08/05/2016,Baldwin Bikes,Marcelene
212,1373,4,08/05/2016,09/05/2016,11/05/2016,Baldwin Bikes,Marcelene
213,788,4,08/05/2016,09/05/2016,09/05/2016,Rowlett Bikes,Kali
214,363,4,10/05/2016,12/05/2016,11/05/2016,Baldwin Bikes,Marcelene
215,1420,4,10/05/2016,13/05/2016,12/05/2016,Baldwin Bikes,Venita
216,267,4,11/05/2016,14/05/2016,13/05/2016,Santa Cruz Bikes,Genna
217,716,4,11/05/2016,12/05/2016,14/05/2016,Baldwin Bikes,Venita
218,1179,4,12/05/2016,14/05/2016,14/05/2016,Baldwin Bikes,Venita
219,1338,4,12/05/2016,15/05/2016,15/05/2016,Baldwin Bikes,Marcelene
220,1358,4,12/05/2016,14/05/2016,15/05/2016,Baldwin Bikes,Marcelene
221,1218,4,13/05/2016,16/05/2016,14/05/2016,Santa Cruz Bikes,Mireya
222,51,4,13/05/2016,16/05/2016,14/05/2016,Baldwin Bikes,Marcelene
223,1368,4,15/05/2016,16/05/2016,17/05/2016,Baldwin Bikes,Venita
224,157,4,17/05/2016,18/05/2016,19/05/2016,Santa Cruz Bikes,Genna
225,307,4,17/05/2016,20/05/2016,19/05/2016,Santa Cruz Bikes,Genna
226,501,4,17/05/2016,19/05/2016,20/05/2016,Santa Cruz Bikes,Mireya
227,489,4,17/05/2016,18/05/2016,20/05/2016,Baldwin Bikes,Venita
228,615,4,17/05/2016,20/05/2016,20/05/2016,Baldwin Bikes,Venita
229,742,4,19/05/2016,21/05/2016,20/05/2016,Baldwin Bikes,Marcelene
230,1167,4,19/05/2016,20/05/2016,21/05/2016,Baldwin Bikes,Marcelene
231,1257,4,19/05/2016,22/05/2016,21/05/2016,Baldwin Bikes,Marcelene
232,1360,4,20/05/2016,23/05/2016,23/05/2016,Santa Cruz Bikes,Genna
233,737,4,21/05/2016,22/05/2016,24/05/2016,Baldwin Bikes,Marcelene
234,1435,4,22/05/2016,24/05/2016,24/05/2016,Baldwin Bikes,Marcelene
235,649,4,24/05/2016,25/05/2016,25/05/2016,Baldwin Bikes,Marcelene
236,206,4,25/05/2016,27/05/2016,26/05/2016,Baldwin Bikes,Marcelene
237,1351,4,25/05/2016,26/05/2016,27/05/2016,Baldwin Bikes,Venita
238,1350,4,26/05/2016,29/05/2016,29/05/2016,Baldwin Bikes,Marcelene
239,13,3,27/05/2016,27/05/2016,NULL,Rowlett Bikes,Layla
240,65,4,27/05/2016,29/05/2016,30/05/2016,Baldwin Bikes,Marcelene
241,1082,4,27/05/2016,29/05/2016,29/05/2016,Baldwin Bikes,Venita
242,1168,4,27/05/2016,30/05/2016,30/05/2016,Baldwin Bikes,Venita
243,802,4,27/05/2016,30/05/2016,28/05/2016,Rowlett Bikes,Kali
244,956,4,28/05/2016,29/05/2016,29/05/2016,Baldwin Bikes,Marcelene
245,223,4,29/05/2016,31/05/2016,30/05/2016,Baldwin Bikes,Venita
246,17,3,30/05/2016,30/05/2016,NULL,Baldwin Bikes,Marcelene
247,928,4,30/05/2016,01/06/2016,01/06/2016,Santa Cruz Bikes,Genna
248,1376,4,30/05/2016,01/06/2016,31/05/2016,Baldwin Bikes,Venita
249,145,4,01/06/2016,04/06/2016,04/06/2016,Baldwin Bikes,Marcelene
250,150,4,01/06/2016,02/06/2016,04/06/2016,Baldwin Bikes,Venita
251,851,4,01/06/2016,04/06/2016,04/06/2016,Baldwin Bikes,Venita
252,66,4,01/06/2016,04/06/2016,02/06/2016,Rowlett Bikes,Kali
253,1267,4,02/06/2016,05/06/2016,05/06/2016,Baldwin Bikes,Marcelene
254,510,4,03/06/2016,06/06/2016,05/06/2016,Baldwin Bikes,Venita
255,801,4,03/06/2016,06/06/2016,05/06/2016,Baldwin Bikes,Venita
256,26,4,04/06/2016,05/06/2016,07/06/2016,Baldwin Bikes,Venita
257,1314,4,05/06/2016,06/06/2016,08/06/2016,Santa Cruz Bikes,Genna
258,107,4,06/06/2016,07/06/2016,07/06/2016,Baldwin Bikes,Venita
259,413,4,06/06/2016,09/06/2016,09/06/2016,Baldwin Bikes,Venita
260,632,4,06/06/2016,08/06/2016,08/06/2016,Baldwin Bikes,Marcelene
261,1045,4,08/06/2016,10/06/2016,09/06/2016,Santa Cruz Bikes,Mireya
262,579,4,08/06/2016,11/06/2016,10/06/2016,Rowlett Bikes,Layla
263,1322,4,09/06/2016,10/06/2016,12/06/2016,Baldwin Bikes,Marcelene
264,5,3,10/06/2016,10/06/2016,NULL,Santa Cruz Bikes,Genna
265,682,4,10/06/2016,12/06/2016,11/06/2016,Baldwin Bikes,Venita
266,933,4,10/06/2016,13/06/2016,13/06/2016,Baldwin Bikes,Venita
267,282,4,11/06/2016,14/06/2016,14/06/2016,Santa Cruz Bikes,Genna
268,540,4,11/06/2016,14/06/2016,12/06/2016,Santa Cruz Bikes,Genna
269,764,4,12/06/2016,13/06/2016,15/06/2016,Baldwin Bikes,Marcelene
270,879,4,12/06/2016,15/06/2016,13/06/2016,Baldwin Bikes,Venita
271,350,4,13/06/2016,16/06/2016,14/06/2016,Baldwin Bikes,Venita
272,497,4,15/06/2016,18/06/2016,16/06/2016,Baldwin Bikes,Venita
273,1340,4,16/06/2016,19/06/2016,17/06/2016,Baldwin Bikes,Venita
274,411,4,17/06/2016,20/06/2016,18/06/2016,Baldwin Bikes,Venita
275,1341,4,17/06/2016,19/06/2016,18/06/2016,Baldwin Bikes,Venita
276,1227,4,18/06/2016,19/06/2016,19/06/2016,Baldwin Bikes,Marcelene
277,546,4,19/06/2016,20/06/2016,20/06/2016,Baldwin Bikes,Venita
278,1301,4,20/06/2016,23/06/2016,21/06/2016,Santa Cruz Bikes,Genna
279,378,4,21/06/2016,22/06/2016,22/06/2016,Baldwin Bikes,Marcelene
280,638,4,21/06/2016,22/06/2016,23/06/2016,Baldwin Bikes,Venita
281,800,4,21/06/2016,22/06/2016,23/06/2016,Baldwin Bikes,Venita
282,159,4,22/06/2016,25/06/2016,25/06/2016,Rowlett Bikes,Layla
283,181,4,23/06/2016,26/06/2016,26/06/2016,Santa Cruz Bikes,Mireya
284,1356,4,23/06/2016,25/06/2016,25/06/2016,Baldwin Bikes,Venita
285,319,4,25/06/2016,26/06/2016,27/06/2016,Santa Cruz Bikes,Mireya
286,59,4,25/06/2016,26/06/2016,26/06/2016,Baldwin Bikes,Marcelene
287,133,4,25/06/2016,26/06/2016,27/06/2016,Baldwin Bikes,Marcelene
288,780,4,25/06/2016,28/06/2016,28/06/2016,Baldwin Bikes,Marcelene
289,849,4,27/06/2016,28/06/2016,30/06/2016,Baldwin Bikes,Marcelene
290,202,4,28/06/2016,29/06/2016,30/06/2016,Baldwin Bikes,Marcelene
291,158,4,29/06/2016,30/06/2016,01/07/2016,Baldwin Bikes,Marcelene
292,360,4,29/06/2016,30/06/2016,02/07/2016,Rowlett Bikes,Layla
293,573,4,30/06/2016,03/07/2016,02/07/2016,Baldwin Bikes,Venita
294,732,4,01/07/2016,02/07/2016,02/07/2016,Baldwin Bikes,Venita
295,1130,4,01/07/2016,04/07/2016,04/07/2016,Baldwin Bikes,Venita
296,1245,4,04/07/2016,07/07/2016,06/07/2016,Baldwin Bikes,Marcelene
297,1425,4,04/07/2016,05/07/2016,06/07/2016,Baldwin Bikes,Venita
298,885,4,04/07/2016,07/07/2016,07/07/2016,Rowlett Bikes,Layla
299,281,4,05/07/2016,06/07/2016,07/07/2016,Baldwin Bikes,Marcelene
300,1205,4,05/07/2016,08/07/2016,08/07/2016,Baldwin Bikes,Marcelene
301,17,4,06/07/2016,09/07/2016,08/07/2016,Baldwin Bikes,Marcelene
302,1375,4,06/07/2016,07/07/2016,09/07/2016,Baldwin Bikes,Marcelene
303,36,4,07/07/2016,08/07/2016,09/07/2016,Baldwin Bikes,Venita
304,230,4,07/07/2016,08/07/2016,08/07/2016,Baldwin Bikes,Marcelene
305,705,4,07/07/2016,08/07/2016,08/07/2016,Baldwin Bikes,Venita
306,424,4,09/07/2016,10/07/2016,12/07/2016,Baldwin Bikes,Venita
307,695,4,09/07/2016,11/07/2016,11/07/2016,Baldwin Bikes,Marcelene
308,156,4,11/07/2016,12/07/2016,14/07/2016,Baldwin Bikes,Marcelene
309,211,4,11/07/2016,13/07/2016,13/07/2016,Baldwin Bikes,Marcelene
310,627,4,12/07/2016,13/07/2016,13/07/2016,Santa Cruz Bikes,Mireya
311,1400,4,12/07/2016,14/07/2016,13/07/2016,Baldwin Bikes,Marcelene
312,299,4,13/07/2016,15/07/2016,16/07/2016,Baldwin Bikes,Marcelene
313,565,4,14/07/2016,15/07/2016,15/07/2016,Rowlett Bikes,Layla
314,1019,4,15/07/2016,17/07/2016,17/07/2016,Baldwin Bikes,Venita
315,1263,4,16/07/2016,19/07/2016,17/07/2016,Baldwin Bikes,Marcelene
316,670,4,17/07/2016,20/07/2016,19/07/2016,Baldwin Bikes,Venita
317,795,4,17/07/2016,20/07/2016,19/07/2016,Baldwin Bikes,Venita
318,1141,4,17/07/2016,19/07/2016,20/07/2016,Baldwin Bikes,Venita
319,941,4,18/07/2016,21/07/2016,21/07/2016,Baldwin Bikes,Marcelene
320,1428,4,19/07/2016,20/07/2016,21/07/2016,Santa Cruz Bikes,Mireya
321,568,4,19/07/2016,22/07/2016,21/07/2016,Baldwin Bikes,Marcelene
322,924,4,19/07/2016,22/07/2016,20/07/2016,Baldwin Bikes,Marcelene
323,1243,4,19/07/2016,22/07/2016,21/07/2016,Baldwin Bikes,Marcelene
324,480,4,20/07/2016,22/07/2016,23/07/2016,Baldwin Bikes,Marcelene
325,848,4,20/07/2016,21/07/2016,21/07/2016,Baldwin Bikes,Marcelene
326,1337,4,20/07/2016,21/07/2016,22/07/2016,Rowlett Bikes,Layla
327,83,4,21/07/2016,24/07/2016,22/07/2016,Baldwin Bikes,Marcelene
328,528,4,23/07/2016,26/07/2016,25/07/2016,Baldwin Bikes,Marcelene
